Unique ID,Title,Career Switcher?,Salary,Industry,Language,Position Satisfaction,Work Life Balance Satisfaction,Coworker Satisfaction,Management Satisfaction,Upward Mobility Satisfaction,Learning Satisfaction,Difficulty Level of Breaking into Data,Most Important Aspect in New Job,Gender,Age,Country,Highest Level of Education,Ethnicity
202,Other,Yes,0-40,Healthcare,Python,10,2,8,5,0,6,Easy,Better Salary,Male,25,India,Masters,Asian or Asian American
203,Data Analyst,No,86-105,Telecommunication,Other,7,7,5,7,7,7,Easy,Remote Work,Male,40,United States,High School,Hispanic or Latino
204,Data Analyst,No,41-65,Other,Other,6,10,8,8,4,4,Both,Better Salary,Female,29,Canada,Bachelors,Other 
205,Data Analyst,No,41-65,Other,Python,0,3,3,3,3,,Difficult,Remote Work,Male,29,India,Masters,Asian or Asian American
206,Data Analyst,Yes,0-40,Education,Python,1,2,2,3,3,4,Both,Better Salary,Male,28,Other,Masters,Black or African American
207,Other,No,86-105,Other,Other,5,2,0,2,0,0,Both,Good Work/Life Balance,Male,34,United Kingdom,Bachelors,White or Caucasian
208,Unemployed / Student,No,0-40,Tech,Python,0,4,7,6,7,8,Easy,Other,Male,24,Other,Masters,White or Caucasian
209,Data Analyst,Yes,0-40,Telecommunication,Python,5,8,8,9,7,9,Very Easy,Better Salary,Male,26,Other,Bachelors,Asian or Asian American
210,Data Analyst,No,125-150,Tech,Python,10,5,10,10,6,10,Difficult,Good Work/Life Balance,Male,28,United States,Bachelors,Hispanic or Latino
211,Unemployed / Student,No,0-40,Education,R,5,4,4,4,5,5,Difficult,Good Work/Life Balance,Male,25,Other,Masters,White or Caucasian
212,Data Analyst,Yes,0-40,Tech,Python,1,4,9,7,8,10,Easy,Better Salary,Male,33,Other,Bachelors,Hispanic or Latino
213,Data Analyst,Yes,66-85,Finance,Python,4,4,6,3,4,0,Both,Remote Work,Male,30,Other,Masters,White or Caucasian
214,Data Analyst,Yes,0-40,Finance,Python,1,1,1,1,1,1,Very Difficult,Better Salary,Male,35,India,Bachelors,Asian or Asian American
215,Data Analyst,No,0-40,Other,Other,5,2,5,5,3,4,Difficult,Better Salary,Male,25,Other,Bachelors,White or Caucasian
216,Data Analyst,No,0-40,Real Estate,Python,4,7,9,5,2,8,Easy,Better Salary,Male,23,Other,Bachelors,White or Caucasian
217,Data Engineer,No,0-40,Healthcare,Python,6,6,6,5,4,7,Both,Good Work/Life Balance,Male,24,Other,Bachelors,Hispanic or Latino
218,Data Analyst,Yes,150-225,Education,SQL,8,9,9,7,6,6,Both,Better Salary,Male,27,United States,Masters,Black or African American
219,Data Analyst,Yes,66-85,Other,Python,4,10,10,8,5,6,Both,Remote Work,Male,32,United States,Bachelors,Asian or Asian American
220,Data Analyst,Yes,41-65,Tech,Python,3,5,4,4,4,4,Both,Good Work/Life Balance,Male,50,Canada,Bachelors,White or Caucasian
221,Data Architect,Yes,66-85,Other,Python,7,7,8,9,10,10,Both,Remote Work,Male,29,United States,High School,White or Caucasian
222,Data Analyst,Yes,0-40,Telecommunication,R,2,8,7,6,5,6,Both,Good Work/Life Balance,Male,41,Other,Bachelors,Hispanic or Latino
223,Other,No,0-40,Other,R,1,7,7,1,4,10,Both,Better Salary,Male,23,United States,Associates,White or Caucasian
224,Data Analyst,Yes,0-40,Finance,Python,4,7,8,7,8,8,Difficult,Better Salary,Male,31,Other,Bachelors,Black or African American
225,Data Analyst,No,0-40,Healthcare,Python,0,10,10,10,10,10,Difficult,Better Salary,Male,22,Other,Bachelors,Native Hawaiian or other Pacific Islander
226,Data Analyst,No,66-85,Finance,Python,3,5,5,5,3,3,Very Difficult,Better Salary,Male,29,United States,Masters,Hispanic or Latino
227,Data Scientist,Yes,0-40,Tech,Python,4,4,4,0,0,6,Difficult,Good Culture,Male,23,Other,Bachelors,Asian or Asian American
228,Unemployed / Student,No,0-40,Other,Other,0,0,1,1,0,1,Both,Remote Work,Female,24,United States,High School,Hispanic or Latino
229,Data Analyst,Yes,66-85,Other,Python,5,9,10,10,5,10,Both,Better Salary,Male,26,United States,Bachelors,Black or African American
230,Unemployed / Student,Yes,0-40,Finance,Python,4,3,5,2,2,3,Difficult,Good Culture,Male,31,India,Bachelors,Asian or Asian American
231,Data Analyst,Yes,0-40,Other,Python,1,1,1,1,7,9,Both,Remote Work,Male,22,Other,Bachelors,Black or African American
232,Data Analyst,Yes,66-85,Other,Python,7,8,10,8,7,5,Both,Remote Work,Male,31,Other,Bachelors,White or Caucasian
233,Unemployed / Student,Yes,0-40,Tech,Python,0,4,0,0,4,5,Both,Better Salary,Male,27,United States,Masters,Asian or Asian American
234,Unemployed / Student,No,0-40,Other,Python,1,1,2,1,1,1,Difficult,Better Salary,Female,25,United States,Bachelors,Asian or Asian American
235,Data Analyst,Yes,0-40,Healthcare,Python,4,10,10,8,8,10,Easy,Good Work/Life Balance,Male,30,Other,Masters,Hispanic or Latino
236,Data Analyst,Yes,41-65,Healthcare,R,0,6,5,6,0,2,Easy,Other,Male,28,United States,Masters,Hispanic or Latino
237,Data Analyst,No,125-150,Finance,Python,6,6,5,4,2,4,Easy,Remote Work,Male,26,United States,Bachelors,White or Caucasian
238,Data Scientist,Yes,125-150,Other,Python,6,7,7,10,6,7,Both,Remote Work,Female,32,United States,Masters,White or Caucasian
239,Data Analyst,Yes,0-40,Other,SQL,3,5,6,4,6,6,Both,Better Salary,Female,40,Other,PhD,White or Caucasian
240,Data Engineer,Yes,0-40,Other,Python,4,7,7,6,8,7,Both,Better Salary,Male,36,Other,Associates,Asian or Asian American
241,Data Analyst,Yes,66-85,Finance,Python,6,10,9,9,9,10,Difficult,Better Salary,Male,35,United States,Bachelors,Hispanic or Latino
242,Data Analyst,Yes,66-85,Tech,Python,3,4,4,4,5,5,Very Difficult,Good Work/Life Balance,Male,29,United States,Masters,Asian or Asian American
243,Data Analyst,No,41-65,Finance,Python,6,5,9,9,7,5,Both,Other,Female,25,Other,Masters,Hispanic or Latino
244,Database Developer,Yes,41-65,Other,Python,6,8,8,9,6,8,Difficult,Remote Work,Male,29,United States,Bachelors,White or Caucasian
245,Data Analyst,No,86-105,Agriculture,Python,7,6,7,4,5,8,Difficult,Good Work/Life Balance,Male,26,United States,Bachelors,Black or African American
246,Data Analyst,No,0-40,Other,R,1,1,1,1,1,1,Both,Remote Work,Male,34,Other,Bachelors,Black or African American
247,Data Analyst,Yes,0-40,Finance,Python,5,2,5,4,3,5,Both,Good Work/Life Balance,Male,26,Other,Bachelors,White or Caucasian
248,Data Analyst,No,0-40,Tech,Python,3,3,5,4,3,2,Difficult,Other,Female,22,India,Bachelors,Asian or Asian American
249,Unemployed / Student,Yes,0-40,Construction,Python,0,2,0,1,1,2,Very Difficult,Remote Work,Female,24,Other,Bachelors,Black or African American
250,Data Analyst,No,0-40,Other,Python,3,6,6,6,4,3,Both,Better Salary,Male,26,Other,Bachelors,Hispanic or Latino
251,Data Architect,Yes,0-40,Finance,Python,5,6,2,3,3,5,Very Difficult,Good Work/Life Balance,Female,34,Other,Masters,White or Caucasian
252,Data Analyst,No,0-40,Tech,Python,3,5,4,5,4,2,Both,Better Salary,Male,29,India,Bachelors,Asian or Asian American
253,Data Scientist,No,0-40,Tech,R,2,7,7,7,7,7,Easy,Better Salary,Male,21,Other,Bachelors,Black or African American
254,Other,No,0-40,Other,Python,2,4,5,3,1,1,Both,Good Work/Life Balance,Female,35,Other,Masters,White or Caucasian
255,Data Analyst,No,41-65,Education,Python,7,7,8,8,6,7,Both,Good Work/Life Balance,Male,26,United States,Bachelors,Black or African American
256,Data Analyst,Yes,41-65,Other,Python,2,4,7,10,5,10,Both,Remote Work,Male,28,United States,Bachelors,White or Caucasian
257,Other,No,41-65,Other,Python,1,5,5,1,0,3,Easy,Better Salary,Female,33,United States,Bachelors,White or Caucasian
258,Data Analyst,Yes,66-85,Other,Other,7,6,5,7,4,4,Easy,Better Salary,Female,56,United States,Bachelors,White or Caucasian
259,Other,No,0-40,Other,Python,3,3,6,5,,4,Difficult,Good Work/Life Balance,Male,23,India,Bachelors,Asian or Asian American
260,Data Scientist,Yes,125-150,Healthcare,Python,4,5,5,5,4,5,Difficult,Better Salary,Male,28,United States,Masters,White or Caucasian
261,Unemployed / Student,No,0-40,Other,JavaScript,0,0,0,0,0,10,Both,Remote Work,Male,21,Other,High School,White or Caucasian
262,Unemployed / Student,No,66-85,Other,Python,2,2,4,1,2,1,Both,Good Work/Life Balance,Male,35,United States,Masters,Black or African American
263,Data Analyst,No,41-65,Healthcare,Python,7,5,9,9,9,8,Both,Remote Work,Male,29,Other,Masters,Asian or Asian American
264,Data Analyst,No,86-105,Tech,Python,9,10,8,8,7,7,Both,Other,Female,23,United States,Bachelors,Asian or Asian American
265,Other,No,41-65,Finance,Python,3,3,3,0,0,1,Difficult,Good Work/Life Balance,Male,25,India,Bachelors,Asian or Asian American
266,Data Engineer,Yes,86-105,Other,Python,8,7,10,9,10,10,Easy,Better Salary,Male,27,United States,Masters,White or Caucasian
267,Data Analyst,No,0-40,Tech,Python,3,8,7,5,8,7,Both,Better Salary,Male,22,India,Bachelors,Asian or Asian American
268,Data Analyst,Yes,0-40,Other,Python,6,3,5,7,5,7,Both,Good Work/Life Balance,Male,22,India,Bachelors,Asian or Asian American
269,Other,No,106-125,Other,Java,7,7,4,5,5,4,Both,Better Salary,Male,43,United States,Masters,Asian or Asian American
270,Other,Yes,0-40,Tech,Python,3,5,8,4,5,5,Difficult,Better Salary,Female,32,United States,Bachelors,Asian or Asian American
271,Unemployed / Student,Yes,66-85,Healthcare,Other,,,,,,0,Difficult,Good Work/Life Balance,Female,42,United States,Masters,Asian or Asian American
272,Other,No,66-85,Other,Python,4,6,2,3,3,2,Very Difficult,Remote Work,Male,31,United States,Bachelors,Hispanic or Latino
273,Data Engineer,No,0-40,Other,Python,0,10,10,5,0,3,Both,Better Salary,Male,25,United Kingdom,Bachelors,White or Caucasian
274,Data Analyst,No,41-65,Agriculture,SQL,3,5,5,5,3,2,Both,Better Salary,Female,25,United States,Masters,Asian or Asian American
275,Data Analyst,Yes,106-125,Other,Other,9,9,9,6,9,8,Difficult,Good Work/Life Balance,Male,31,United States,Masters,Asian or Asian American
276,Data Scientist,Yes,0-40,Education,Python,3,3,1,1,1,6,Difficult,Better Salary,Male,36,Other,Masters,White or Caucasian
277,Other,No,41-65,Healthcare,Python,6,8,8,8,8,10,Both,Good Work/Life Balance,Female,35,Other,Masters,White or Caucasian
278,Data Analyst,Yes,66-85,Other,R,6,10,10,10,9,8,Easy,Remote Work,Male,28,United States,Bachelors,White or Caucasian
279,Data Analyst,No,0-40,Other,Python,8,8,9,9,8,7,Both,Better Salary,Male,27,Other,Bachelors,Hispanic or Latino
280,Data Analyst,Yes,0-40,Other,Python,7,4,7,4,8,10,Easy,Good Work/Life Balance,Male,25,Other,Bachelors,Hispanic or Latino
281,Data Analyst,No,0-40,Other,Python,6,6,10,8,6,8,Both,Better Salary,Male,25,Other,Bachelors,White or Caucasian
282,Other,No,41-65,Other,R,5,5,5,5,5,5,Difficult,Good Work/Life Balance,Male,22,United States,Masters,White or Caucasian
283,Data Analyst,Yes,41-65,Healthcare,Other,7,8,8,4,6,8,Both,Good Culture,Male,38,Other,High School,White or Caucasian
284,Data Analyst,Yes,0-40,Education,Python,0,0,5,0,0,0,Difficult,Good Culture,Male,27,Other,Bachelors,Black or African American
285,Data Analyst,Yes,86-105,Other,Other,4,4,2,2,2,2,Easy,Remote Work,Female,34,Canada,Bachelors,Black or African American
286,Data Analyst,Yes,66-85,Other,Python,9,10,10,9,8,10,Difficult,Better Salary,Female,31,United States,Bachelors,White or Caucasian
287,Data Analyst,Yes,41-65,Tech,Python,4,9,8,8,6,10,Both,Better Salary,Female,33,Canada,Masters,Black or African American
288,Unemployed / Student,Yes,0-40,Tech,Python,2,5,5,5,5,5,Very Difficult,Remote Work,Male,23,United States,Bachelors,Asian or Asian American
289,Data Analyst,Yes,41-65,Healthcare,Other,3,10,9,10,5,0,Both,Better Salary,Female,25,United States,Bachelors,Asian or Asian American
290,Data Analyst,Yes,0-40,Tech,Python,4,4,4,5,2,1,Difficult,Better Salary,Male,29,Other,Masters,White or Caucasian
291,Other,Yes,41-65,Healthcare,R,5,7,9,8,8,8,Both,Better Salary,Female,29,United States,Masters,Black or African American
292,Data Analyst,Yes,0-40,Tech,R,3,4,4,4,4,2,Easy,Better Salary,Male,31,India,Masters,Asian or Asian American
293,Unemployed / Student,No,0-40,Real Estate,R,0,5,0,0,0,0,Very Difficult,Remote Work,Male,34,Other,High School,Black or African American
294,Data Analyst,Yes,0-40,Tech,Python,3,2,4,3,7,8,Easy,Good Work/Life Balance,Male,26,Other,Bachelors,Asian or Asian American
295,Other,No,86-105,Healthcare,Python,4,6,5,6,6,4,Both,Remote Work,Female,26,United States,Bachelors,White or Caucasian
296,Other,Yes,41-65,Other,Other,3,6,9,6,5,10,Difficult,Other,Male,27,United States,Masters,Black or African American
297,Data Analyst,Yes,66-85,Other,Python,8,5,9,6,6,10,Both,Remote Work,Male,26,United States,Bachelors,White or Caucasian
298,Unemployed / Student,Yes,0-40,Tech,Python,4,5,4,4,3,4,Very Difficult,Better Salary,Female,26,United States,Masters,Asian or Asian American
299,Data Analyst,Yes,41-65,Finance,R,2,5,5,5,4,5,Easy,Better Salary,Male,24,United States,Bachelors,White or Caucasian
300,Data Analyst,Yes,86-105,Other,Python,4,6,3,4,4,2,Easy,Better Salary,Female,28,Other,Masters,Asian or Asian American
301,Data Analyst,Yes,106-125,Other,R,8,8,10,9,7,5,Easy,Better Salary,Male,29,United States,Bachelors,White or Caucasian
302,Data Analyst,Yes,66-85,Finance,Python,3,2,1,1,0,2,Very Difficult,Better Salary,Female,26,United States,Masters,Asian or Asian American
303,Data Analyst,Yes,41-65,Other,Python,3,5,3,3,1,1,Both,Better Salary,Male,28,United Kingdom,Bachelors,White or Caucasian
304,Data Analyst,No,0-40,Finance,Python,6,8,7,6,2,4,Easy,Other,Male,25,Other,Masters,White or Caucasian
305,Data Analyst,Yes,66-85,Finance,R,5,7,7,3,7,9,Difficult,Better Salary,Female,26,United States,Bachelors,Asian or Asian American
306,Data Engineer,Yes,125-150,Healthcare,Python,6,3,9,5,8,8,Both,Remote Work,Female,38,United States,Masters,White or Caucasian
307,Other,Yes,0-40,Other,SQL,0,3,3,3,4,4,Both,Better Salary,Female,20,Other,High School,Black or African American
308,Data Analyst,No,66-85,Education,SQL,4,6,7,7,2,2,Both,Remote Work,Female,45,United States,Masters,Black or African American
309,Data Analyst,No,86-105,Other,Python,5,3,5,6,6,4,Difficult,Good Work/Life Balance,Male,27,Canada,Masters,Asian or Asian American
310,Data Analyst,Yes,41-65,Other,Python,3,7,7,7,7,6,Difficult,Good Culture,Male,28,Canada,Masters,Asian or Asian American
311,Unemployed / Student,Yes,0-40,Other,R,2,10,10,10,10,3,Both,Remote Work,Female,29,Other,Bachelors,White or Caucasian
312,Other,No,41-65,Tech,C/C++,7,7,7,7,7,7,Both,Better Salary,Female,43,Other,High School,Asian or Asian American
313,Data Analyst,Yes,0-40,Finance,Python,0,5,9,9,0,10,Both,Remote Work,Male,26,Other,Bachelors,Black or African American
314,Unemployed / Student,No,41-65,Tech,SQL,7,8,7,7,8,7,Both,Other,Female,47,United States,Bachelors,Black or African American
315,Unemployed / Student,Yes,0-40,Finance,Python,,,,8,10,10,Easy,Remote Work,Male,23,Other,Bachelors,Black or African American
316,Data Analyst,Yes,0-40,Tech,Python,0,1,1,1,1,2,Very Difficult,Better Salary,Male,25,Other,Bachelors,Other 
317,Other,No,0-40,Finance,Python,6,6,3,7,2,4,Very Difficult,Other,Male,32,Other,Masters,White or Caucasian
318,Data Analyst,Yes,0-40,Finance,Python,1,10,10,5,3,1,Both,Better Salary,Female,25,United States,Bachelors,White or Caucasian
319,Data Analyst,No,0-40,Finance,Python,1,2,10,1,2,8,Difficult,Remote Work,Female,29,Other,Bachelors,Hispanic or Latino
320,Data Analyst,No,41-65,Healthcare,SQL,3,7,5,5,3,3,Both,Better Salary,Female,33,United States,Bachelors,Asian or Asian American
321,Data Analyst,No,106-125,Education,Python,6,10,10,10,7,6,Easy,Other,Male,36,United States,Masters,Asian or Asian American
322,Data Analyst,Yes,41-65,Healthcare,Python,4,10,9,3,0,10,Difficult,Good Work/Life Balance,Male,25,United States,Bachelors,White or Caucasian
323,Data Scientist,No,150-225,Other,Python,8,7,8,7,7,8,Both,Good Work/Life Balance,Male,38,United States,Masters,White or Caucasian
324,Data Analyst,Yes,66-85,Other,R,3,2,6,6,5,4,Difficult,Good Work/Life Balance,Male,30,United States,Masters,Mixed
325,Data Analyst,Yes,41-65,Tech,Python,3,5,6,6,6,7,Difficult,Good Culture,Male,35,United States,Masters,Black or African American
326,Other,No,41-65,Education,SQL,0,1,10,5,0,0,Difficult,Better Salary,Female,42,United States,Bachelors,White or Caucasian
327,Data Analyst,Yes,66-85,Healthcare,Python,3,5,4,6,4,6,Easy,Remote Work,Male,30,United States,Masters,White or Caucasian
328,Unemployed / Student,Yes,0-40,Other,Python,0,0,0,0,0,4,Very Difficult,Better Salary,Female,25,Other,Bachelors,Black or African American
329,Data Analyst,No,86-105,Healthcare,Python,5,9,5,2,5,1,Difficult,Good Culture,Female,28,United States,Bachelors,Asian or Asian American
330,Data Analyst,Yes,0-40,Other,Python,5,10,8,5,7,10,Very Difficult,Other,Male,28,Canada,Bachelors,Asian or Asian American
331,Unemployed / Student,No,0-40,Other,SQL,0,0,0,0,0,0,Both,Better Salary,Male,20,Other,High School,Asian or Asian American
332,Data Analyst,Yes,106-125,Construction,Other,7,8,7,7,10,10,Easy,Good Culture,Male,33,United States,Masters,Hispanic or Latino
333,Data Analyst,No,66-85,Tech,Python,8,6,7,7,8,8,Easy,Better Salary,Male,23,United States,Associates,White or Caucasian
334,Data Analyst,Yes,0-40,Healthcare,R,4,5,7,7,5,7,Both,Better Salary,Female,35,Other,Bachelors,Hispanic or Latino
335,Unemployed / Student,Yes,0-40,Other,Python,2,2,3,3,2,3,Difficult,Good Work/Life Balance,Male,22,India,Bachelors,Asian or Asian American
336,Data Analyst,Yes,0-40,Tech,Python,5,10,5,6,6,8,Very Difficult,Better Salary,Male,33,India,Bachelors,Asian or Asian American
337,Data Engineer,No,0-40,Real Estate,Python,1,7,7,7,1,2,Very Easy,Better Salary,Male,22,United States,Bachelors,White or Caucasian
338,Data Analyst,Yes,86-105,Other,R,7,8,8,7,5,9,Both,Remote Work,Male,35,United States,Bachelors,White or Caucasian
339,Data Analyst,Yes,66-85,Agriculture,SQL,8,5,6,4,4,8,Easy,Good Work/Life Balance,Female,37,United States,Masters,White or Caucasian
340,Unemployed / Student,Yes,0-40,Finance,Python,4,,,,,,Very Easy,Better Salary,Male,22,United States,Associates,Other
341,Data Analyst,Yes,66-85,Healthcare,Python,10,10,10,7,10,10,Both,Better Salary,Male,36,United States,Masters,White or Caucasian
342,Data Scientist,Yes,86-105,Other,Python,6,5,8,8,7,9,Easy,Good Work/Life Balance,Male,26,India,Bachelors,Hispanic or Latino
343,Data Analyst,Yes,0-40,Other,R,3,2,6,5,5,6,Both,Good Culture,Female,25,Other,Bachelors,Asian or Asian American
344,Data Analyst,Yes,41-65,Other,R,4,6,6,5,5,6,Both,Remote Work,Female,34,United States,High School,White or Caucasian
345,Data Analyst,Yes,0-40,Other,Python,4,8,8,8,7,8,Difficult,Remote Work,Male,33,Other,Bachelors,Hispanic or Latino
346,Unemployed / Student,No,41-65,Other,Python,0,4,0,1,4,2,Very Difficult,Good Work/Life Balance,Male,37,United States,Bachelors,White or Caucasian
347,Data Analyst,No,66-85,Other,Python,5,5,7,6,4,6,Very Easy,Better Salary,Female,54,United States,High School,White or Caucasian
348,Data Analyst,Yes,0-40,Finance,Python,2,,,,,,Very Easy,Better Salary,Male,26,India,Bachelors,Asian or Asian American
349,Data Analyst,No,41-65,Education,R,4,7,7,7,2,7,Both,Better Salary,Female,27,United States,Masters,Hispanic or Latino
350,Database Developer,Yes,0-40,Telecommunication,SQL,2,3,6,6,3,5,Difficult,Better Salary,Male,24,United Kingdom,Bachelors,White or Caucasian
351,Data Analyst,Yes,0-40,Finance,Python,5,5,5,5,5,10,Both,Better Salary,Male,24,Other,Bachelors,White or Caucasian
352,Other,Yes,0-40,Other,Python,3,4,5,3,2,3,Both,Better Salary,Male,27,Other,Bachelors,White or Caucasian
353,Unemployed / Student,No,0-40,Other,Python,0,0,0,0,0,0,Very Difficult,Remote Work,Male,25,Other,Bachelors,Asian or Asian American
354,Data Analyst,Yes,0-40,Tech,Python,1,7,7,7,7,1,Difficult,Better Salary,Female,28,United Kingdom,Masters,Black or African American
355,Other,No,41-65,Education,Python,3,6,5,5,3,4,Easy,Remote Work,Male,21,United States,Bachelors,Asian or Asian American
356,Data Analyst,Yes,86-105,Healthcare,Other,4,4,5,5,4,6,Difficult,Good Work/Life Balance,Female,28,United States,Bachelors,White or Caucasian
357,Data Analyst,Yes,0-40,Tech,Python,3,5,5,5,5,2,Both,Remote Work,Male,30,Other,Masters,Black or African American
358,Data Analyst,No,0-40,Education,Python,0,10,0,9,5,10,Easy,Remote Work,Male,24,Other,Associates,Black or African American
359,Data Analyst,Yes,0-40,Healthcare,Python,7,4,6,5,6,6,Difficult,Remote Work,Male,26,India,Bachelors,Asian or Asian American
360,Data Analyst,Yes,0-40,Tech,Python,,,,,,5,Both,Good Work/Life Balance,Female,19,Other,High School,Asian or Asian American
361,Unemployed / Student,No,0-40,Other,Python,5,6,6,5,1,3,Both,Good Work/Life Balance,Female,92,India,Masters,Asian or Asian American
362,Data Analyst,Yes,0-40,Healthcare,Python,1,8,5,1,7,8,Both,Remote Work,Male,28,Other,Bachelors,Black or African American
363,Unemployed / Student,Yes,0-40,Education,Python,0,1,2,2,1,1,Both,Better Salary,Female,24,India,Masters,Asian or Asian American
364,Other,No,41-65,Healthcare,Python,7,10,10,10,5,10,Easy,Better Salary,Male,25,United States,Masters,Asian or Asian American
365,Data Analyst,Yes,41-65,Finance,Python,4,5,5,5,6,6,Both,Good Work/Life Balance,Male,42,United Kingdom,Masters,Black or African American
366,Data Analyst,Yes,0-40,Tech,Python,2,3,3,3,3,3,Difficult,Better Salary,Male,21,India,Bachelors,Asian or Asian American
367,Data Analyst,No,66-85,Healthcare,Python,7,8,9,7,7,6,Easy,Better Salary,Male,24,United States,Bachelors,White or Caucasian
368,Data Analyst,Yes,41-65,Healthcare,Python,4,7,6,6,6,7,Both,Better Salary,Female,26,United States,Bachelors,White or Caucasian
369,Data Analyst,Yes,0-40,Other,Python,2,8,8,9,8,10,Difficult,Better Salary,Male,30,United Kingdom,Bachelors,White or Caucasian
370,Data Engineer,Yes,86-105,Other,SQL,6,10,10,10,10,10,Both,Good Culture,Male,27,United States,Bachelors,Black or African American
371,Data Engineer,Yes,0-40,Tech,Python,0,4,1,0,1,3,Easy,Better Salary,Male,28,India,Bachelors,Asian or Asian American
372,Data Analyst,No,66-85,Real Estate,SQL,6,8,7,7,5,6,Easy,Better Salary,Female,29,United Kingdom,Bachelors,White or Caucasian
373,Data Analyst,No,0-40,Other,Python,0,0,0,0,0,0,Easy,Good Work/Life Balance,Female,26,India,Bachelors,Asian or Asian American
374,Data Engineer,Yes,0-40,Finance,Python,3,3,3,3,3,4,Both,Remote Work,Male,29,Other,Bachelors,Black or African American
375,Other,No,66-85,Finance,Other,3,5,7,2,5,7,Easy,Remote Work,Male,60,United Kingdom,Masters,White or Caucasian
376,Data Analyst,Yes,0-40,Healthcare,Python,5,8,8,5,5,6,Both,Better Salary,Male,25,Other,Bachelors,Black or African American
377,Other,No,0-40,Construction,R,0,0,1,3,2,1,Both,Good Work/Life Balance,Female,37,Other,Masters,Black or African American
378,Data Analyst,Yes,66-85,Finance,Python,6,8,3,4,5,1,Both,Better Salary,Female,30,Canada,Bachelors,Asian or Asian American
379,Data Analyst,Yes,0-40,Healthcare,Python,0,1,2,1,0,3,Both,Better Salary,Female,27,Other,Masters,Black or African American
380,Data Scientist,Yes,225+,Tech,R,5,6,5,5,6,6,Difficult,Other,Male,31,United States,PhD,White or Caucasian
381,Unemployed / Student,No,0-40,Other,R,10,10,10,10,10,10,Both,Good Work/Life Balance,Male,24,United Kingdom,Masters,Asian or Asian American
382,Data Analyst,No,0-40,Finance,Other,0,6,6,6,5,6,Both,Better Salary,Female,20,United States,Bachelors,Black or African American
383,Other,No,0-40,Tech,R,2,1,4,1,1,1,Easy,Good Work/Life Balance,Male,24,India,Bachelors,Asian or Asian American
384,Unemployed / Student,Yes,0-40,Other,R,3,6,7,6,4,4,Both,Good Work/Life Balance,Male,24,Other,Bachelors,White or Caucasian
385,Unemployed / Student,No,0-40,Other,R,0,1,3,0,0,0,Both,Good Work/Life Balance,Male,41,Other,Bachelors,Hispanic or Latino
386,Data Analyst,Yes,86-105,Tech,R,8,8,8,8,8,8,Difficult,Better Salary,Male,41,United States,Bachelors,White or Caucasian
387,Other,No,150-225,Other,Python,9,8,9,10,8,10,Both,Good Culture,Male,43,United States,Bachelors,White or Caucasian
388,Data Analyst,No,66-85,Healthcare,Python,7,7,8,4,6,9,Easy,Remote Work,Female,38,United States,Bachelors,White or Caucasian
389,Data Analyst,Yes,0-40,Other,Python,5,5,5,5,5,6,Both,Better Salary,Female,28,Other,Bachelors,Asian or Asian American
390,Data Analyst,Yes,86-105,Healthcare,Python,10,8,6,10,7,5,Both,Good Culture,Female,31,Other,Bachelors,Hispanic or Latino
391,Data Analyst,Yes,86-105,Other,Other,8,7,8,6,7,8,Difficult,Good Work/Life Balance,Female,28,United States,Masters,White or Caucasian
392,Data Analyst,No,41-65,Healthcare,C/C++,7,8,9,9,4,9,Easy,Remote Work,Male,23,United States,Masters,Asian or Asian American
393,Data Analyst,No,41-65,Other,Python,5,5,4,5,6,6,Both,Better Salary,Male,25,United Kingdom,Bachelors,Black or African American
394,Other,No,0-40,Tech,R,2,5,2,8,9,10,Difficult,Remote Work,Male,26,Other,Masters,White or Caucasian
395,Data Scientist,Yes,125-150,Finance,Python,9,4,8,7,5,6,Difficult,Good Work/Life Balance,Male,35,United States,Bachelors,White or Caucasian
396,Data Analyst,Yes,106-125,Other,R,8,9,9,7,8,8,Both,Remote Work,Male,30,Other,Masters,White or Caucasian
397,Data Analyst,Yes,86-105,Tech,R,3,,,,,,Both,Better Salary,Male,35,United Kingdom,Bachelors,White or Caucasian
398,Data Analyst,Yes,0-40,Telecommunication,Python,0,8,5,5,2,2,Easy,Better Salary,Male,28,Other,Bachelors,Hispanic or Latino
399,Unemployed / Student,No,0-40,Tech,Python,0,2,3,3,2,3,Easy,Good Work/Life Balance,Female,24,Other,Bachelors,Black or African American
400,Data Analyst,Yes,41-65,Tech,Python,8,10,7,5,6,5,Both,Good Culture,Female,34,United States,Bachelors,White or Caucasian
401,Data Analyst,Yes,41-65,Tech,Python,3,5,4,5,3,6,Both,Good Work/Life Balance,Female,31,Other,Masters,White or Caucasian
402,Data Analyst,Yes,0-40,Tech,Python,0,0,0,0,0,0,Difficult,Good Work/Life Balance,Male,30,United Kingdom,Masters,Asian or Asian American
403,Data Engineer,Yes,86-105,Other,JavaScript,4,4,1,6,1,5,Difficult,Better Salary,Male,40,United Kingdom,Bachelors,White or Caucasian
404,Data Analyst,No,41-65,Other,R,4,10,10,10,8,6,Very Difficult,Better Salary,Male,26,United States,Bachelors,Hispanic or Latino
405,Data Analyst,No,125-150,Healthcare,R,9,9,6,6,6,7,Both,Good Culture,Male,25,United States,Bachelors,White or Caucasian
406,Data Analyst,Yes,0-40,Other,SQL,,5,8,4,8,4,Easy,Good Culture,Male,45,Other,Associates,White or Caucasian
407,Data Analyst,No,41-65,Finance,R,7,9,8,6,6,9,Both,Good Culture,Male,26,United States,Masters,Black or African American
